Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,LowCI,HighCI,Confidence Interval,Quartile Range,Suppression Flag
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,11.7,11.3,12.1,11.3 - 12.1,,
"Received Counseling or Therapy, Last 4 Weeks",By State,Alabama,Alabama,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,7.6,5.2,10.7,5.2 - 10.7,4.6-7.6,
"Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,8.9,7.4,10.6,7.4 - 10.6,8.9-10.4,
"Received Counseling or Therapy, Last 4 Weeks",By State,Arizona,Arizona,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,9.1,7.3,11.2,7.3 - 11.2,8.9-10.4,
"Received Counseling or Therapy, Last 4 Weeks",By State,Arkansas,Arkansas,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,6.5,4.9,8.5,4.9 - 8.5,4.6-7.6,
"Received Counseling or Therapy, Last 4 Weeks",By State,California,California,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,10.1,8.8,11.5,8.8 - 11.5,8.9-10.4,
"Received Counseling or Therapy, Last 4 Weeks",By State,Colorado,Colorado,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,10.4,9.1,11.7,9.1 - 11.7,8.9-10.4,
"Received Counseling or Therapy, Last 4 Weeks",By State,Connecticut,Connecticut,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,11.3,9,14,9.0 - 14.0,10.5-14.8,
"Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,7.3,5.2,9.9,5.2 - 9.9,4.6-7.6,
"Received Counseling or Therapy, Last 4 Weeks",By State,District of Columbia,District of Columbia,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,14.8,11.4,18.9,11.4 - 18.9,10.5-14.8,
"Received Counseling or Therapy, Last 4 Weeks",By State,Florida,Florida,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,6.8,5.4,8.4,5.4 - 8.4,4.6-7.6,
"Received Counseling or Therapy, Last 4 Weeks",By State,Georgia,Georgia,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,8.4,6.4,10.7,6.4 - 10.7,7.7-8.8,
"Received Counseling or Therapy, Last 4 Weeks",By State,Hawaii,Hawaii,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,9,6.2,12.5,6.2 - 12.5,8.9-10.4,
"Received Counseling or Therapy, Last 4 Weeks",By State,Idaho,Idaho,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,8.7,6.5,11.5,6.5 - 11.5,7.7-8.8,
"Received Counseling or Therapy, Last 4 Weeks",By State,Illinois,Illinois,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,8.1,6.5,9.8,6.5 - 9.8,7.7-8.8,
"Received Counseling or Therapy, Last 4 Weeks",By State,Indiana,Indiana,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,7,5.4,8.8,5.4 - 8.8,4.6-7.6,
"Received Counseling or Therapy, Last 4 Weeks",By State,Iowa,Iowa,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,6.1,4.7,7.9,4.7 - 7.9,4.6-7.6,
"Received Counseling or Therapy, Last 4 Weeks",By State,Kansas,Kansas,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,8.8,6.8,11.1,6.8 - 11.1,7.7-8.8,
"Received Counseling or Therapy, Last 4 Weeks",By State,Kentucky,Kentucky,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,8.1,6.4,10.1,6.4 - 10.1,7.7-8.8,
"Received Counseling or Therapy, Last 4 Weeks",By State,Louisiana,Louisiana,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,9,6.3,12.3,6.3 - 12.3,8.9-10.4,
"Received Counseling or Therapy, Last 4 Weeks",By State,Maine,Maine,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,9.4,7.2,12,7.2 - 12.0,8.9-10.4,
"Received Counseling or Therapy, Last 4 Weeks",By State,Maryland,Maryland,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,11.5,9.6,13.6,9.6 - 13.6,10.5-14.8,
"Received Counseling or Therapy, Last 4 Weeks",By State,Massachusetts,Massachusetts,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,13.1,11.3,15.1,11.3 - 15.1,10.5-14.8,
"Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,8,6.5,9.7,6.5 - 9.7,7.7-8.8,
"Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,8.7,6.8,10.9,6.8 - 10.9,7.7-8.8,
"Received Counseling or Therapy, Last 4 Weeks",By State,Mississippi,Mississippi,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,5.7,4.1,7.8,4.1 - 7.8,4.6-7.6,
"Received Counseling or Therapy, Last 4 Weeks",By State,Missouri,Missouri,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,8.8,7.1,10.8,7.1 - 10.8,7.7-8.8,
"Received Counseling or Therapy, Last 4 Weeks",By State,Montana,Montana,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,7.7,5.7,10.2,5.7 - 10.2,7.7-8.8,
"Received Counseling or Therapy, Last 4 Weeks",By State,Nebraska,Nebraska,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,7.2,5.5,9.3,5.5 - 9.3,4.6-7.6,
"Received Counseling or Therapy, Last 4 Weeks",By State,Nevada,Nevada,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,7.8,5.4,10.9,5.4 - 10.9,7.7-8.8,
"Received Counseling or Therapy, Last 4 Weeks",By State,New Hampshire,New Hampshire,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,9.9,7.6,12.7,7.6 - 12.7,8.9-10.4,
"Received Counseling or Therapy, Last 4 Weeks",By State,New Jersey,New Jersey,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,9.2,7.1,11.6,7.1 - 11.6,8.9-10.4,
"Received Counseling or Therapy, Last 4 Weeks",By State,New Mexico,New Mexico,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,10.9,7.5,15.1,7.5 - 15.1,10.5-14.8,
"Received Counseling or Therapy, Last 4 Weeks",By State,New York,New York,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,12.1,10,14.4,10.0 - 14.4,10.5-14.8,
"Received Counseling or Therapy, Last 4 Weeks",By State,North Carolina,North Carolina,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,10.7,8.5,13.2,8.5 - 13.2,10.5-14.8,
"Received Counseling or Therapy, Last 4 Weeks",By State,North Dakota,North Dakota,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,6.5,4.8,8.8,4.8 - 8.8,4.6-7.6,
"Received Counseling or Therapy, Last 4 Weeks",By State,Ohio,Ohio,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,9.5,7,12.6,7.0 - 12.6,8.9-10.4,
"Received Counseling or Therapy, Last 4 Weeks",By State,Oklahoma,Oklahoma,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,7.8,6,10,6.0 - 10.0,7.7-8.8,
"Received Counseling or Therapy, Last 4 Weeks",By State,Oregon,Oregon,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,11.4,9.8,13.1,9.8 - 13.1,10.5-14.8,
"Received Counseling or Therapy, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,9.5,7.6,11.7,7.6 - 11.7,8.9-10.4,
"Received Counseling or Therapy, Last 4 Weeks",By State,Rhode Island,Rhode Island,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,14.3,11.2,17.8,11.2 - 17.8,10.5-14.8,
"Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,7.3,5.2,10,5.2 - 10.0,4.6-7.6,
"Received Counseling or Therapy, Last 4 Weeks",By State,South Dakota,South Dakota,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,5.9,3.9,8.5,3.9 - 8.5,4.6-7.6,
"Received Counseling or Therapy, Last 4 Weeks",By State,Tennessee,Tennessee,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,8.3,6.5,10.4,6.5 - 10.4,7.7-8.8,
"Received Counseling or Therapy, Last 4 Weeks",By State,Texas,Texas,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,6.8,5.6,8.2,5.6 - 8.2,4.6-7.6,
"Received Counseling or Therapy, Last 4 Weeks",By State,Utah,Utah,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,11.3,9.4,13.4,9.4 - 13.4,10.5-14.8,
"Received Counseling or Therapy, Last 4 Weeks",By State,Vermont,Vermont,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,12.7,9.9,15.8,9.9 - 15.8,10.5-14.8,
"Received Counseling or Therapy, Last 4 Weeks",By State,Virginia,Virginia,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,9.3,7.2,11.7,7.2 - 11.7,8.9-10.4,
"Received Counseling or Therapy, Last 4 Weeks",By State,Washington,Washington,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,10.5,9.2,11.9,9.2 - 11.9,10.5-14.8,
"Received Counseling or Therapy, Last 4 Weeks",By State,West Virginia,West Virginia,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,9.9,5.4,16.3,5.4 - 16.3,8.9-10.4,
"Received Counseling or Therapy, Last 4 Weeks",By State,Wisconsin,Wisconsin,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,7.7,6,9.6,6.0 - 9.6,7.7-8.8,
"Received Counseling or Therapy, Last 4 Weeks",By State,Wyoming,Wyoming,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,4.6,2.9,6.9,2.9 - 6.9,4.6-7.6,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",National Estimate,United States,United States,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,22.6,22,23.2,22.0 - 23.2,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,18 - 29 years,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,22.2,20.6,23.9,20.6 - 23.9,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,30 - 39 years,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,24.6,23.3,25.8,23.3 - 25.8,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,40 - 49 years,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,24.5,23.2,25.8,23.2 - 25.8,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,50 - 59 years,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,23.6,22.4,24.8,22.4 - 24.8,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,60 - 69 years,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,21.5,20.3,22.7,20.3 - 22.7,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,70 - 79 years,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,19.4,17.9,21,17.9 - 21.0,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,80 years and above,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,13.9,11.4,16.6,11.4 - 16.6,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Male,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,17.3,16.5,18.1,16.5 - 18.1,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Female,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,27.5,26.8,28.2,26.8 - 28.2,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,13.6,13.1,14.1,13.1 - 14.1,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,37.9,36.7,39.2,36.7 - 39.2,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,18.4,16.7,20.2,16.7 - 20.2,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,25.1,24.5,25.8,24.5 - 25.8,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,17.3,15.7,19,15.7 - 19.0,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,10.6,9.1,12.3,9.1 - 12.3,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,27.5,24.3,30.8,24.3 - 30.8,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Less than a high school diploma,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,18.8,16,21.9,16.0 - 21.9,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,High school diploma or GED,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,19.4,18,20.8,18.0 - 20.8,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Some college/Associate's degree,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,24.8,23.7,25.9,23.7 - 25.9,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,24.4,23.8,25,23.8 - 25.0,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alabama,Alabama,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,28.5,25,32.3,25.0 - 32.3,25.4-33.5,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,19.3,17.3,21.4,17.3 - 21.4,16.6-21.8,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Arizona,Arizona,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,22.3,19.6,25.3,19.6 - 25.3,21.9-23.1,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Arkansas,Arkansas,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,26.4,22.8,30.2,22.8 - 30.2,25.4-33.5,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,California,California,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,20.1,18.1,22.3,18.1 - 22.3,16.6-21.8,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Colorado,Colorado,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,22.5,20.1,25,20.1 - 25.0,21.9-23.1,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Connecticut,Connecticut,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,23.5,19.9,27.4,19.9 - 27.4,23.2-25.3,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,25.2,20.6,30.2,20.6 - 30.2,23.2-25.3,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,District of Columbia,District of Columbia,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,22.6,18.4,27.4,18.4 - 27.4,21.9-23.1,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Florida,Florida,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,19.6,17.1,22.3,17.1 - 22.3,16.6-21.8,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Georgia,Georgia,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,22.7,19.7,25.9,19.7 - 25.9,21.9-23.1,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Hawaii,Hawaii,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,16.6,13.5,20.1,13.5 - 20.1,16.6-21.8,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Idaho,Idaho,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,23.2,19.8,27,19.8 - 27.0,23.2-25.3,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Illinois,Illinois,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,20.6,18.1,23.2,18.1 - 23.2,16.6-21.8,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Indiana,Indiana,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,24.7,21.7,27.9,21.7 - 27.9,23.2-25.3,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Iowa,Iowa,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,25.8,22.4,29.5,22.4 - 29.5,25.4-33.5,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Kansas,Kansas,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,23.1,20.4,26,20.4 - 26.0,21.9-23.1,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Kentucky,Kentucky,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,28.4,25,32,25.0 - 32.0,25.4-33.5,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Louisiana,Louisiana,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,26,22.4,29.9,22.4 - 29.9,25.4-33.5,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Maine,Maine,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,27.3,23,32,23.0 - 32.0,25.4-33.5,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Maryland,Maryland,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,24.8,22.4,27.4,22.4 - 27.4,23.2-25.3,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Massachusetts,Massachusetts,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,26.8,24.5,29.3,24.5 - 29.3,25.4-33.5,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,21.9,19.4,24.6,19.4 - 24.6,21.9-23.1,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,23.6,20.9,26.4,20.9 - 26.4,23.2-25.3,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Mississippi,Mississippi,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,21.6,17.8,25.8,17.8 - 25.8,16.6-21.8,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Missouri,Missouri,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,24.9,22.4,27.6,22.4 - 27.6,23.2-25.3,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Montana,Montana,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,22.1,18.5,26.1,18.5 - 26.1,21.9-23.1,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Nebraska,Nebraska,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,20.7,18.1,23.6,18.1 - 23.6,16.6-21.8,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Nevada,Nevada,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,19.2,15.7,23,15.7 - 23.0,16.6-21.8,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,New Hampshire,New Hampshire,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,22.8,19.7,26.2,19.7 - 26.2,21.9-23.1,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,New Jersey,New Jersey,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,20.3,17.5,23.3,17.5 - 23.3,16.6-21.8,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,New Mexico,New Mexico,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,24.1,21,27.4,21.0 - 27.4,23.2-25.3,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,New York,New York,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,22.2,19.4,25.1,19.4 - 25.1,21.9-23.1,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,North Carolina,North Carolina,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,25.3,21.9,28.9,21.9 - 28.9,23.2-25.3,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,North Dakota,North Dakota,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,21.1,18.2,24.3,18.2 - 24.3,16.6-21.8,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Ohio,Ohio,2,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,21.9,18.4,25.7,18.4 - 25.7,21.9-23.1,
